Pattern #,Name,Type,Standard Pattern,Run Queue Order,Grid Spacing(μm),Raster Spacing(μm),Depth Per Pass(μm),Dwell Time(sec),Intersite Pause(sec),Fluence Enabled,Energy(%),Fluence(J/cm²),Pass Enabled,Pass Count,Scan Speed(μm/sec),Rep Rate(Hz),Spot Size(μm),Burst Mode,Burst Count,Use IVA,Use XYR,XYR-X(μm),XYR-Y(μm),Overlap,XYR-Auto,Has Data,X(um),Y(um),Z(um)
345,TANN2205 006.20,Spot,FALSE,344,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82818.715,63745.389,868.44
346,TANN2205 006.21,Spot,FALSE,345,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82921.676,63939.764,868.44
347,TANN2205 006.22,Spot,FALSE,346,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83106.117,63781.244,868.44
348,TANN2205 006.23,Spot,FALSE,347,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83093.058,63660.52,869.06
349,TANN2205 006.24,Spot,FALSE,348,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83162.794,63745.487,869.06
350,TANN2205 006.25,Spot,FALSE,349,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83200.969,63866.178,869.06
351,TANN2205 006.26,Spot,FALSE,350,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83253.387,63831.408,869.06
352,TANN2205 006.27,Spot,FALSE,351,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83319.555,63807.658,869.06
353,TANN2205 006.28,Spot,FALSE,352,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83359.801,63792.412,869.06
354,TANN2205 006.29,Spot,FALSE,353,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83332.449,63969.451,869.06
355,TANN2205 006.30,Spot,FALSE,354,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83301.594,64013.119,869.06
356,TANN2205 006.31,Spot,FALSE,355,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83415.656,64010.389,869.06
357,TANN2205 006.32,Spot,FALSE,356,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83449.9,64037.28,869.06
358,TANN2205 006.33,Spot,FALSE,357,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83552.926,64055.24,869.06
359,TANN2205 006.34,Spot,FALSE,358,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83287.531,64139.928,869.06
360,TANN2205 006.35,Spot,FALSE,359,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83260.542,64170.323,869.06
361,TANN2205 006.36,Spot,FALSE,360,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83320.928,64172.691,869.06
362,TANN2205 006.37,Spot,FALSE,361,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83433.864,64123.299,869.06
363,TANN2205 006.38,Spot,FALSE,362,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83478.321,64137.938,869.06
364,TANN2205 006.39,Spot,FALSE,363,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83526.199,64178.365,869.06
365,TANN2205 006.40,Spot,FALSE,364,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83614.324,64177.658,869.06
366,TANN2205 006.41,Spot,FALSE,365,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83818.551,64244.632,869.06
367,TANN2205 006.42,Spot,FALSE,366,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83908.551,64234.912,869.06
368,TANN2205 006.43,Spot,FALSE,367,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83868.387,64144.483,869.06
369,TANN2205 006.44,Spot,FALSE,368,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83768.156,64128.448,869.06
370,TANN2205 006.45,Spot,FALSE,369,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83649.817,64007.494,862.5
371,TANN2205 006.46,Spot,FALSE,370,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83743.09,63970.865,862.5
372,TANN2205 006.47,Spot,FALSE,371,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83744.719,63828.842,862.5
373,TANN2205 006.48,Spot,FALSE,372,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83868.683,63739.435,862.5
374,TANN2205 006.49,Spot,FALSE,373,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83910.519,63748.512,862.5
375,TANN2205 006.50,Spot,FALSE,374,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83983.551,63893.119,862.5
376,TANN2205 006.51,Spot,FALSE,375,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83858.864,63952.576,862.5
377,TANN2205 006.52,Spot,FALSE,376,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,83986.085,63983.514,862.5
378,TANN2205 006.53,Spot,FALSE,377,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84028.09,64245.174,862.5
379,TANN2205 006.54,Spot,FALSE,378,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84064.007,64210.837,862.5
380,TANN2205 006.55,Spot,FALSE,379,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84158.864,64083.448,862.5
381,TANN2205 006.56,Spot,FALSE,380,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84197.543,64081.474,862.5
382,TANN2205 006.57,Spot,FALSE,381,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84229.948,64097.691,862.5
383,TANN2205 006.58,Spot,FALSE,382,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84276.521,64096.112,862.5
384,TANN2205 006.59,Spot,FALSE,383,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84298.683,63972.067,862.5
385,TANN2205 006.60,Spot,FALSE,384,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84452.844,64069.698,862.5
386,TANN2205 006.61,Spot,FALSE,385,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84501.347,64061.014,862.5
387,TANN2205 006.62,Spot,FALSE,386,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84492.614,64150.24,862.5
388,TANN2205 006.63,Spot,FALSE,387,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84538.815,64161.557,862.5
389,TANN2205 006.64,Spot,FALSE,388,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84654.16,64204.944,837.81
390,TANN2205 006.65,Spot,FALSE,389,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84760.097,64195.306,837.81
391,TANN2205 006.66,Spot,FALSE,390,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84773.601,64064.994,837.81
392,TANN2205 006.67,Spot,FALSE,391,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84831.619,64082.755,837.81
393,TANN2205 006.68,Spot,FALSE,392,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84824.946,64012.36,837.81
394,TANN2205 006.69,Spot,FALSE,393,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84814.29,63958.683,837.81
395,TANN2205 006.70,Spot,FALSE,394,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84710.426,63948.579,837.81
396,TANN2205 006.71,Spot,FALSE,395,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84903.222,63820.537,837.81
397,TANN2205 006.72,Spot,FALSE,396,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84925.048,63764.056,837.81
398,TANN2205 006.73,Spot,FALSE,397,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84988.09,63927.444,837.81
399,TANN2205 006.74,Spot,FALSE,398,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85059.9,63888.744,837.81
400,TANN2205 006.75,Spot,FALSE,399,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84883.633,64187.592,837.81
401,TANN2205 006.76,Spot,FALSE,400,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,84964.637,64195.701,837.81
402,TANN2205 006.77,Spot,FALSE,401,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85036.15,64191.721,837.81
403,TANN2205 006.78,Spot,FALSE,402,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85113.09,64119.451,837.81
404,TANN2205 006.79,Spot,FALSE,403,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85166.364,64200.865,837.81
405,TANN2205 006.80,Spot,FALSE,404,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85266.939,64205.98,837.81
406,TANN2205 006.81,Spot,FALSE,405,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85285.097,64122.971,837.81
407,TANN2205 006.82,Spot,FALSE,406,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85356.676,64108.037,837.81
408,TANN2205 006.83,Spot,FALSE,407,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85573.715,64166.589,837.81
409,TANN2205 006.84,Spot,FALSE,408,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85643.715,64176.49,837.81
410,TANN2205 006.85,Spot,FALSE,409,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85750.805,64193.514,845.94
411,TANN2205 006.86,Spot,FALSE,410,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85655.18,64000.389,845.94
412,TANN2205 006.87,Spot,FALSE,411,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85862.795,63976.047,845.94
413,TANN2205 006.88,Spot,FALSE,412,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85915.328,64030.635,845.94
414,TANN2205 006.89,Spot,FALSE,413,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85932.137,64107.428,845.94
415,TANN2205 006.90,Spot,FALSE,414,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,85909.439,64200.141,845.94
416,TANN2205 006.91,Spot,FALSE,415,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86101.232,64203.678,868.75
417,TANN2205 006.92,Spot,FALSE,416,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86172.663,64123.464,868.75
418,TANN2205 006.93,Spot,FALSE,417,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86215.684,64087.548,868.75
419,TANN2205 006.94,Spot,FALSE,418,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86249.817,64033.349,868.75
420,TANN2205 006.95,Spot,FALSE,419,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86434.867,63978.053,868.75
421,TANN2205 006.96,Spot,FALSE,420,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86678.305,64122.247,846.56
422,TANN2205 006.97,Spot,FALSE,421,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86741.848,64097.777,846.56
423,TANN2205 006.98,Spot,FALSE,422,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86745.344,63960.306,846.56
424,TANN2205 006.99,Spot,FALSE,423,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86910.162,63969.862,846.56
425,TANN2205 006.100,Spot,FALSE,424,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86814.621,63786.803,846.56
426,TANN2205 006.101,Spot,FALSE,425,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86605.278,63704.139,846.56
427,TANN2205 006.102,Spot,FALSE,426,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86884.933,63694.764,846.56
428,TANN2205 006.103,Spot,FALSE,427,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87030.344,63715.619,846.56
429,TANN2205 006.104,Spot,FALSE,428,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87069.85,63695.865,846.56
430,TANN2205 006.105,Spot,FALSE,429,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87180.442,63689.846,846.56
431,TANN2205 006.106,Spot,FALSE,430,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87196.578,63776.787,846.56
432,TANN2205 006.107,Spot,FALSE,431,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87291.001,63737.264,846.56
433,TANN2205 006.108,Spot,FALSE,432,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87362.284,63718.465,846.56
434,TANN2205 006.109,Spot,FALSE,433,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87493.88,63739.912,846.56
435,TANN2205 006.110,Spot,FALSE,434,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87583.798,63664.073,846.56
436,TANN2205 006.111,Spot,FALSE,435,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87694.489,63678.514,846.56
437,TANN2205 006.112,Spot,FALSE,436,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88040.574,63729.599,846.56
438,TANN2205 006.113,Spot,FALSE,437,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88233.387,63768.283,846.56
439,TANN2205 006.114,Spot,FALSE,438,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88213.617,63883.579,846.56
440,TANN2205 006.115,Spot,FALSE,439,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88192.304,63950.676,846.56
441,TANN2205 006.116,Spot,FALSE,440,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88153.93,64122.806,846.56
442,TANN2205 006.117,Spot,FALSE,441,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88208.748,64121.935,846.56
443,TANN2205 006.118,Spot,FALSE,442,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88427.367,64083.76,846.56
444,TANN2205 006.119,Spot,FALSE,443,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88616.035,63891.244,846.56
445,TANN2205 006.120,Spot,FALSE,444,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88730.887,63972.198,846.56
446,TANN2205 006.121,Spot,FALSE,445,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88824.933,63989.912,846.56
447,TANN2205 006.122,Spot,FALSE,446,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88976.972,63825.686,846.56
448,TANN2205 006.123,Spot,FALSE,447,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88997.367,63721.326,846.56
449,TANN2205 006.124,Spot,FALSE,448,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,88994.489,63609.615,846.56
450,TANN2205 006.125,Spot,FALSE,449,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89055.13,63607.181,846.56
451,TANN2205 006.126,Spot,FALSE,450,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89182.383,63858.135,846.56
452,TANN2205 006.127,Spot,FALSE,451,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89226.232,63885.421,846.56
453,TANN2205 006.128,Spot,FALSE,452,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89224.406,63959.237,846.56
454,TANN2205 006.129,Spot,FALSE,453,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89487.071,63939.764,846.56
455,TANN2205 006.130,Spot,FALSE,454,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89535.031,63927.658,846.56
456,TANN2205 006.131,Spot,FALSE,455,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89395.739,63603.76,846.56
457,TANN2205 006.132,Spot,FALSE,456,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89470.728,63604.155,846.56
458,TANN2205 006.133,Spot,FALSE,457,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89714.752,63821.096,846.56
459,TANN2205 006.134,Spot,FALSE,458,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89833.156,63783.53,846.56
460,TANN2205 006.135,Spot,FALSE,459,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89941.824,63698.76,846.56
461,TANN2205 006.136,Spot,FALSE,460,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89931.824,63575.24,846.56
462,TANN2205 006.137,Spot,FALSE,461,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,89990.772,63561.508,815.94
463,TANN2205 006.138,Spot,FALSE,462,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90043.14,63677.905,815.94
464,TANN2205 006.139,Spot,FALSE,463,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90262.235,63758.514,815.94
465,TANN2205 006.140,Spot,FALSE,464,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90281.183,63649.912,815.94
466,TANN2205 006.141,Spot,FALSE,465,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90316.858,63599.879,815.94
467,TANN2205 006.142,Spot,FALSE,466,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90412.004,63656.423,815.94
468,TANN2205 006.143,Spot,FALSE,467,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90673.699,63470.783,815.94
469,TANN2205 006.144,Spot,FALSE,468,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90790.969,63577.28,815.94
470,TANN2205 006.145,Spot,FALSE,469,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90617.137,63636.326,815.94
471,TANN2205 006.146,Spot,FALSE,470,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,90660.014,63673.464,815.94
472,TANN2205 006.147,Spot,FALSE,471,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87874.949,63990.635,815.94
473,TANN2205 006.148,Spot,FALSE,472,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,87123.469,64059.221,815.94
474,TANN2205 006.149,Spot,FALSE,473,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86744.094,63894.764,815.94
475,TANN2205 006.150,Spot,FALSE,474,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,86697.992,63828.349,815.94
476,TANN2205 042.1,Spot,FALSE,475,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,17231.561,87675.306,392.19
477,TANN2205 042.2,Spot,FALSE,476,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,17213.617,87746.408,392.19
478,TANN2205 042.3,Spot,FALSE,477,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,16837.137,87856.096,392.19
