Pattern #,Name,Type,Standard Pattern,Run Queue Order,Grid Spacing(μm),Raster Spacing(μm),Depth Per Pass(μm),Dwell Time(sec),Intersite Pause(sec),Fluence Enabled,Energy(%),Fluence(J/cm²),Pass Enabled,Pass Count,Scan Speed(μm/sec),Rep Rate(Hz),Spot Size(μm),Burst Mode,Burst Count,Use IVA,Use XYR,XYR-X(μm),XYR-Y(μm),Overlap,XYR-Auto,Has Data,X(um),Y(um),Z(um)
209,NZ23-057.34,Spot,FALSE,208,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43248.222,84005.767,550
210,NZ23-057.35,Spot,FALSE,209,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43074.094,84092.412,550
211,NZ23-057.36,Spot,FALSE,210,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43187.449,84423.546,550
212,NZ23-057.37,Spot,FALSE,211,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43056.808,84394.139,550
213,NZ23-057.38,Spot,FALSE,212,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42955.854,84490.092,550
214,NZ23-057.39,Spot,FALSE,213,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42775.442,84441.54,550
215,NZ23-057.40,Spot,FALSE,214,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42756.117,84217.115,550
216,NZ23-057.41,Spot,FALSE,215,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42605.953,84270.158,550
217,NZ23-057.42,Spot,FALSE,216,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42496.972,84192.494,550
218,NZ23-057.43,Spot,FALSE,217,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42468.09,84087.806,550
219,NZ23-057.44,Spot,FALSE,218,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42373.567,84117.247,550
220,NZ23-057.45,Spot,FALSE,219,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42249.949,84255.108,550
221,NZ23-057.46,Spot,FALSE,220,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42101.972,84136.54,550
222,NZ23-057.47,Spot,FALSE,221,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41966.512,84138.908,550
223,NZ23-057.48,Spot,FALSE,222,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41864.012,84050.389,550
224,NZ23-057.49,Spot,FALSE,223,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41746.43,84102.592,550
225,NZ23-057.50,Spot,FALSE,224,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41765.212,84223.99,550
226,NZ23-057.51,Spot,FALSE,225,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41505.673,84232.264,530.94
227,NZ23-057.52,Spot,FALSE,226,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41525.887,84377.198,530.94
228,NZ23-057.53,Spot,FALSE,227,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41518.469,84617.889,530.94
229,NZ23-057.54,Spot,FALSE,228,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41341.347,84690.783,530.94
230,NZ23-057.55,Spot,FALSE,229,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41231.446,84589.451,530.94
231,NZ23-057.56,Spot,FALSE,230,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41034.949,84530.24,530.94
232,NZ23-057.57,Spot,FALSE,231,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41061.906,84165.158,530.94
233,NZ23-057.58,Spot,FALSE,232,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40926.906,84392.51,530.94
234,NZ23-057.59,Spot,FALSE,233,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40843.124,84421.096,530.94
235,NZ23-057.60,Spot,FALSE,234,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40759.867,84345.405,530.94
236,NZ23-057.61,Spot,FALSE,235,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40615.887,84555.471,508.13
237,NZ23-057.62,Spot,FALSE,236,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40746.808,84752.905,508.13
238,NZ23-057.63,Spot,FALSE,237,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40645.492,84836.803,508.13
239,NZ23-057.64,Spot,FALSE,238,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40460.953,84755.076,508.13
240,NZ23-057.65,Spot,FALSE,239,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40217.91,84509.139,508.13
241,NZ23-057.66,Spot,FALSE,240,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40168.765,84369.04,508.13
242,NZ23-057.67,Spot,FALSE,241,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40216.742,84279.846,508.13
243,NZ23-057.68,Spot,FALSE,242,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40292.153,84254.418,551.56
244,NZ23-057.69,Spot,FALSE,243,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39974.226,84517.839,551.56
245,NZ23-057.70,Spot,FALSE,244,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39806.594,84423.596,551.56
246,NZ23-057.71,Spot,FALSE,245,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39331.889,84217.708,535.94
247,NZ23-057.72,Spot,FALSE,246,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39168.847,84118.251,535.94
248,NZ23-057.73,Spot,FALSE,247,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39132.449,84272.658,535.94
249,NZ23-057.74,Spot,FALSE,248,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,38994.703,84284.385,535.94
250,NZ23-057.75,Spot,FALSE,249,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39164.785,84401.178,535.94
251,NZ23-057.76,Spot,FALSE,250,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39132.614,84608.596,535.94
252,NZ23-057.77,Spot,FALSE,251,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39036.035,84817.198,535.94
253,NZ23-057.78,Spot,FALSE,252,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,38922.515,84929.517,511.88
254,NZ23-057.79,Spot,FALSE,253,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,38966.726,85033.596,511.88
255,NZ23-057.80,Spot,FALSE,254,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39022.137,85119.796,511.88
256,NZ23-057.81,Spot,FALSE,255,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39152.301,85182.971,511.88
257,NZ23-057.82,Spot,FALSE,256,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39318.305,85298.201,511.88
258,NZ23-057.83,Spot,FALSE,257,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39384.555,85411.573,511.88
259,NZ23-057.84,Spot,FALSE,258,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39523.781,85385.849,511.88
260,NZ23-057.85,Spot,FALSE,259,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39607.483,85316.08,495
261,NZ23-057.86,Spot,FALSE,260,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39733.156,85295.783,495
262,NZ23-057.87,Spot,FALSE,261,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39875.969,85349.764,495
263,NZ23-057.88,Spot,FALSE,262,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,39910.031,85530.323,495
264,NZ23-057.89,Spot,FALSE,263,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40048.699,85406.935,495
265,NZ23-057.90,Spot,FALSE,264,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40172.91,85433.448,495
266,NZ23-057.91,Spot,FALSE,265,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40100.262,85213.201,495
267,NZ23-057.92,Spot,FALSE,266,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40356.692,85187.987,499.06
268,NZ23-057.93,Spot,FALSE,267,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40489.801,85362.626,499.06
269,NZ23-057.94,Spot,FALSE,268,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40546.808,85223.217,499.06
270,NZ23-057.95,Spot,FALSE,269,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40658.008,85071.014,499.06
271,NZ23-057.96,Spot,FALSE,270,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40726.281,85177.264,499.06
272,NZ23-057.97,Spot,FALSE,271,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40795.969,85419.221,499.06
273,NZ23-057.98,Spot,FALSE,272,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,40995.262,85373.974,499.06
274,NZ23-057.99,Spot,FALSE,273,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41059.669,85281.704,499.06
275,NZ23-057.100,Spot,FALSE,274,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41311.478,85314.073,499.06
276,NZ23-057.101,Spot,FALSE,275,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41366.43,85238.119,499.06
277,NZ23-057.102,Spot,FALSE,276,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41531.61,85176.458,499.06
278,NZ23-057.103,Spot,FALSE,277,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41624.324,85418.365,499.06
279,NZ23-057.104,Spot,FALSE,278,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41822.367,85513.037,499.06
280,NZ23-057.105,Spot,FALSE,279,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41948.156,85472.115,499.06
281,NZ23-057.106,Spot,FALSE,280,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41867.531,85339.615,499.06
282,NZ23-057.107,Spot,FALSE,281,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,41944.555,85289.303,499.06
283,NZ23-057.108,Spot,FALSE,282,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42067.383,85354.846,499.06
284,NZ23-057.109,Spot,FALSE,283,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42217.663,85460.602,499.06
285,NZ23-057.110,Spot,FALSE,284,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42347.828,85275.701,499.06
286,NZ23-057.111,Spot,FALSE,285,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42368.305,85210.52,499.06
287,NZ23-057.112,Spot,FALSE,286,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42457.465,85160.323,499.06
288,NZ23-057.113,Spot,FALSE,287,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42541.035,85234.846,499.06
289,NZ23-057.114,Spot,FALSE,288,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42666.824,85318.283,499.06
290,NZ23-057.115,Spot,FALSE,289,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,42751.676,85243.744,557.5
291,NZ23-057.116,Spot,FALSE,290,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43107.071,85330.142,557.5
292,NZ23-057.117,Spot,FALSE,291,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43359.489,85235.306,557.5
293,NZ23-057.118,Spot,FALSE,292,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43477.285,85180.783,557.5
294,NZ23-057.119,Spot,FALSE,293,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43500.328,85294.912,557.5
295,NZ23-057.120,Spot,FALSE,294,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43439.242,85057.033,557.5
296,NZ23-057.121,Spot,FALSE,295,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43582.58,85023.333,550
297,NZ23-057.122,Spot,FALSE,296,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43825.278,85215.865,550
298,NZ23-057.123,Spot,FALSE,297,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43900.722,85443.826,550
299,NZ23-057.124,Spot,FALSE,298,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,43950.739,85343.99,550
300,NZ23-057.125,Spot,FALSE,299,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44205.969,85294.994,550
301,NZ23-057.126,Spot,FALSE,300,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44401.775,85262.642,550
302,NZ23-057.127,Spot,FALSE,301,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44481.89,85122.115,550
303,NZ23-057.128,Spot,FALSE,302,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44607.449,85359.764,550
304,NZ23-057.129,Spot,FALSE,303,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44803.469,85224.385,550
305,NZ23-057.130,Spot,FALSE,304,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44733.305,85086.014,550
306,NZ23-057.131,Spot,FALSE,305,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44913.798,85180.273,550
307,NZ23-057.132,Spot,FALSE,306,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,44948.93,85279.764,550
308,NZ23-057.133,Spot,FALSE,307,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,45113.156,85215.471,550
309,NZ23-057.134,Spot,FALSE,308,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,45376.594,85080.783,550
310,NZ23-057.135,Spot,FALSE,309,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,45673.551,85090.158,550
311,NZ23-057.136,Spot,FALSE,310,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,45998.617,85218.283,550
312,NZ23-057.137,Spot,FALSE,311,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,46146.824,85192.889,550
313,NZ23-057.138,Spot,FALSE,312,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,46344.324,85246.967,550
314,NZ23-057.139,Spot,FALSE,313,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,46458.617,85061.096,591.25
315,NZ23-057.140,Spot,FALSE,314,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,46666.462,85137.444,591.25
316,NZ23-057.141,Spot,FALSE,315,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,46725.492,85055.306,591.25
317,NZ23-057.142,Spot,FALSE,316,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,46957.63,85085.01,591.25
318,NZ23-057.143,Spot,FALSE,317,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47050.59,85203.892,591.25
319,NZ23-057.144,Spot,FALSE,318,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47220.262,85137.428,591.25
320,NZ23-057.145,Spot,FALSE,319,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47407.712,85123.514,591.25
321,NZ23-057.146,Spot,FALSE,320,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47408.699,84977.823,591.25
322,NZ23-057.147,Spot,FALSE,321,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47263.847,84793.744,591.25
323,NZ23-057.148,Spot,FALSE,322,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47364.06,84744.435,591.25
324,NZ23-057.149,Spot,FALSE,323,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47358.962,84588.479,591.25
325,NZ23-057.150,Spot,FALSE,324,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,47050.656,84317.23,591.25
326,TANN2205 006.1,Spot,FALSE,325,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81550.821,63764.846,853.44
327,TANN2205 006.2,Spot,FALSE,326,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81623.485,63763.185,853.44
328,TANN2205 006.3,Spot,FALSE,327,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81658.617,63858.185,853.44
329,TANN2205 006.4,Spot,FALSE,328,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81725.507,63915.652,853.44
330,TANN2205 006.5,Spot,FALSE,329,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81778.025,63778.036,853.44
331,TANN2205 006.6,Spot,FALSE,330,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81856.43,64053.974,853.44
332,TANN2205 006.7,Spot,FALSE,331,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,81974.653,64053.694,853.44
333,TANN2205 006.8,Spot,FALSE,332,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82073.074,64106.49,853.44
334,TANN2205 006.9,Spot,FALSE,333,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82133.847,63889.139,853.44
335,TANN2205 006.10,Spot,FALSE,334,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82186.84,63908.744,853.44
336,TANN2205 006.11,Spot,FALSE,335,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82456.857,64005.619,853.44
337,TANN2205 006.12,Spot,FALSE,336,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82487.68,64028.201,853.44
338,TANN2205 006.13,Spot,FALSE,337,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82486.742,64077.099,853.44
339,TANN2205 006.14,Spot,FALSE,338,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82567.828,64145.421,853.44
340,TANN2205 006.15,Spot,FALSE,339,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82582.548,64213.037,868.44
341,TANN2205 006.16,Spot,FALSE,340,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82759.637,64087.576,868.44
342,TANN2205 006.17,Spot,FALSE,341,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82659.094,63899.533,868.44
343,TANN2205 006.18,Spot,FALSE,342,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82708.781,63847.181,868.44
344,TANN2205 006.19,Spot,FALSE,343,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,82779.735,63678.612,868.44
